Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
34617904,Destiny Disrupted: A History of the World Through Islamic Eyes,Tamim Ansary,"Ansary, Tamim",,"=""""","=""""",0,4.39,PublicAffairs,Kindle Edition,416,2009,2009,,2023/11/18,"to-read, tbr-history","to-read (#649), tbr-history (#82)",to-read,,,,0,0
53242328,River Kings: A New History of the Vikings from Scandinavia to the Silk Road,Cat Jarman,"Jarman, Cat",,"=""0008353077""","=""9780008353070""",0,4.07,William Collins,Hardcover,336,2021,2021,,2023/11/18,"to-read, tbr-history","to-read (#648), tbr-history (#81)",to-read,,,,0,0
24862294,The 5 Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"Lencioni, Patrick",,"=""9780787960""","=""""",0,4.10,,Hardcover,,,2002,,2023/10/27,"monthly-tbr, currently-reading","monthly-tbr (#2), currently-reading (#5)",currently-reading,,,,1,0
62925948,Play of Shadows (Dr. Evan Wilding #3),Barbara Nickless,"Nickless, Barbara",,"=""1662509995""","=""9781662509995""",0,4.50,Thomas & Mercer,Kindle Edition,443,2023,2023,,2023/04/30,"tbr-contemporary-mystery, currently-reading","tbr-contemporary-mystery (#8), currently-reading (#4)",currently-reading,,,,1,0
9647295,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765365278""","=""9780765365279""",0,4.65,Tom Doherty,Mass Market Paperback,1258,2011,2010,,2020/10/20,"tbr-fantasy, currently-reading","tbr-fantasy (#112), currently-reading (#3)",currently-reading,,,,1,0
9822415,"Five Little Pigs (Hercule Poirot, #25)",Agatha Christie,"Christie, Agatha",,"=""0062073575""","=""9780062073570""",4,4.03,William Morrow Paperbacks,Paperback,266,2011,1942,2023/11/11,2023/11/07,,,read,"So happy to be back reading Poirot! Every time I take a break in between books, it always feels too long. This one had a very intriguing setup. While it's not the first time we've investigated a crime from the past, this one had a nice twist, where we hear many different versions of the events from the different characters. So while Poirot is putting the pieces together, we can also do our own investigation in parallel. This keeps you invested in the story even when Poirot isn't in the picture, because you have your own story to follow. This plot is pretty complex too, with characters you're not sure if you truly understand or like. Who do you believe? Who is lying? Even later in the story it's still unclear whether or not you'll be able to pick the culprit. Which to me, in the end, was a bit underwhelming. It was really down to two options, and either felt fairly obvious if you were paying attention. With that being said, it was still very enjoyable, with well written characters and a complex plot. I would continue highly recommending Poirot and this book.<br/><br/>Quick hits:<br/>+ Very complex characters. Both the main actors in the original crime were extremely deep and hard to understand.<br/>+ The plots with Poirot solving old crimes are really unique.<br/>+ Poirot continues to shine as always.<br/>+ Storytelling technique was different this time around.<br/>- Ending wasn't bad, but was underwhelming to me.<br/><br/>Overall, Poirot rules, Christie is the GOAT, and if you aren't reading her, what are you doing? 4/5 stars.",,,1,0
123153535,The Way of Edan (The Edan Trilogy #1),Philip   Chase,"Chase, Philip",,"=""""","=""9798987636510""",0,4.00,,Kindle Edition,539,2023,2023,,2023/03/12,"to-read, tbr-fantasy-indie","to-read (#549), tbr-fantasy-indie (#39)",to-read,,,,0,0
53597791,"Master and Commander (Aubrey & Maturin, #1)",Patrick O'Brian,"O'Brian, Patrick",,"=""0393541584""","=""9780393541588""",0,4.07,W. W. Norton & Company,Paperback,400,2021,1969,,2023/11/12,"to-read, tbr-historical-fiction","to-read (#647), tbr-historical-fiction (#19)",to-read,,,,0,0
6285903,"Retribution Falls (Tales of the Ketty Jay, #1)",Chris Wooding,"Wooding, Chris",,"=""0575085150""","=""9780575085152""",0,3.96,Gollancz,Paperback,380,2009,2009,,2020/11/29,"to-read, to-be-sampled, monthly-tbr, on-deck","to-read (#113), to-be-sampled (#10), monthly-tbr (#5), on-deck (#8)",to-read,,,,0,0
311322,The Black Moth,Georgette Heyer,"Heyer, Georgette",,"=""0553132393""","=""9780553132397""",0,3.72,Bantam,Paperback,274,1979,1921,,2023/11/09,"to-read, tbr-classics","to-read (#646), tbr-classics (#29)",to-read,,,,0,0
7975411,Halo: Cryptum,Greg Bear,"Bear, Greg",,"=""0765323966""","=""9780765323965""",4,3.86,Tor Books,Hardcover,352,2011,2011,2023/11/07,2023/10/21,,,read,"Wow, that's really all I have to say. Even as a fan of the games since Halo 2 back in 2004, I was not expecting to like this as much as I did. I've never been a big lore guy, and to be honest I mainly only remember big moments from some of the games (Halo 3, Reach, and a bit of 5). But if I knew it would have been as cool or as deep as this, I would've jumped in much earlier! What starts as a somewhat non-sci-fi story quickly becomes much grander in scale, and slowly reveals the deeper Halo lore without overwhelming you with too many details too early. The characters are unique, and experience great growth over the whole story. Some of those characters are actually the most interesting part of the book, if you've played the games you'll have some preconceived notions going in, but you see a different side of some of the characters you're familiar with that make them more dynamic. The story went in a way I wasn't expecting and it was cool to see the lore I am familia with poke it's head throughout. I would say my only two real complaints are that the pacing meanders a bit in the 50-60% mark, and the start can take some getting used to. I know many recommend to start in release order and not chronological but since I already owned this, I started here. As a newbie, a took a bit in the beginning to get used to the terminology and descriptions. But if you push through, there's real quality here. I'm looking forward to reading the larger universe! 4/5 stars.<br/><br/>Quick hits:<br/>+ Characters are interesting.<br/>+ The story starts small and slowly becomes larger and more complex over time.<br/>+ The world is built slowly but surely and really pays off towards the end. I'm officially hooked!<br/>- The pacing meanders a bit in the middle.<br/>- The beginning can be a bit overwhelming at first (story of much fantasy and sci-fi, but that's the fun!).<br/><br/>I'm really looking forward to continuing this series, and I'm definitely hooked. If you're a fan of the games, I'd highly recommend. Even if you're not, there's a lot to love here, and Halo is amazing so get into the games too nerd! 4/5 stars.",,,1,0
21234156,The Murders in the Rue Morgue,Edgar Allan Poe,"Poe, Edgar Allan",,"=""""","=""""",4,3.83,HarperPerennial Classics,Kindle Edition,25,2013,1841,2023/11/06,2023/01/23,,,read,"Even with a weird start that felt out of place, it makes so much sense why this is considered the grandfather of mystery. That start is so odd, it feels almost like another author writing a preface. But once you meet Dupin, it picks up pretty quickly and doesn't stop. My friends know I'm much more of a fan of cerebral detectives over the more modern action detective. I find them so much more interesting and impressive when you have to use brains over brawn. Dupin is this to a tee, and it makes sense why he is the inspiration for Sherlock, Poirot, and I'm sure more. He very logically breaks down the crime into digestible pieces that all fit together into the very unexpected reveal of the culprit. The narrator fits well and adds another nice dynamic with Dupin, much like Watson or Japp. My only real complaint besides the start, and this is how I feel about a lot of short stories, is I wish it was a bit longer. I like to settle into the mystery and have a little bit more flushed out before the reveal. But if you're into short stories, mysteries, classics, or all of the above, read this. It's one of the first mystery novels, and helped birth the genre and golden age detective.<br/><br/>Quick hits:<br/>+ Dupin is an interesting character, who's more approachable than Sherlock but very methodical and logical.<br/>+ The crime was interesting.<br/>+ The reveal was very unexpected.<br/>- The start was very odd and jarring.<br/>- The story ends a bit too quickly for me.<br/><br/>Easy 4 stars, will definitely check out the other 2 Dupin stories. Recommend!",,,1,0
1525997,"Speaks the Nightbird (Matthew Corbett, #1)",Robert R. McCammon,"McCammon, Robert R.",,"=""1416552502""","=""9781416552505""",0,4.13,Pocket Books,Paperback,792,2007,2002,,2022/12/07,"to-read, tbr-historical-fiction, monthly-tbr","to-read (#525), tbr-historical-fiction (#3), monthly-tbr (#4)",to-read,,,,0,0
17830079,"Stormbird (Wars of the Roses, #1)",Conn Iggulden,"Iggulden, Conn",,"=""0718159837""","=""9780718159832""",0,3.92,Michael Joseph,Hardcover,482,2013,2013,,2023/11/05,"to-read, tbr-historical-fiction","to-read (#645), tbr-historical-fiction (#18)",to-read,,,,0,0
68520,"The Winter King (The Warlord Chronicles, #1)",Bernard Cornwell,"Cornwell, Bernard",,"=""0312156960""","=""9780312156961""",0,4.26,St. Martin's Griffin,Paperback,431,1997,1995,,2022/03/13,"to-read, tbr-historical-fiction","to-read (#349), tbr-historical-fiction (#17)",to-read,,,,0,0
43256229,Edinburgh Midnight (Ian Hamilton Mysteries #3),Carole Lawrence,"Lawrence, Carole",,"=""""","=""""",4,4.36,Thomas & Mercer,Kindle Edition,362,2020,,2023/11/05,2023/10/16,,,read,"You know you've read something you've enjoyed when you walk away sad or bittersweet it's over. This was a fun one, and sadly seems like the last entry in the series as 2023 is almost over. I would happily check back in with Ian, Dickerson, Crawford, and Doyle again. These stories are rich in historical detail, and the crimes are well written and enjoyable. You won't necessarily walk away with the Christie WOW, but that's okay because they are high quality regardless. This one had a solid crime, that was interwoven well with the larger overarching story of Ian's past. I would honestly say that's my only major complaint: there's not much resolution for the story we've been exploring for 3 books. So I walk away feeling a bit incomplete. It feels like a larger thread is missing. I get that this might just be a period of Ian's life we were lucky to read about, leaving room for you to know there are future untold stories. But for something so important to his character, it feels a bit like a let down to get no real resolution. With that being said, the rest was great. The drama this time around felt a lot more natural, and the underlying decisions and behavior felt a lot more believable. Ian was clearly overwhelmed in this book, and it made sense why he made the decisions he did. The writing and pacing was the same as the other books; all really digestible. If you're a historical mystery fan, I would highly recommend reading this series. It has good historical detail, good characters, and solid mysteries. I'm sad that it's over (still hoping there's maybe 1 more book in the works that concludes the story), but I'm glad I read it.<br/><br/>Quick hits:<br/>+ Characters are well written, and their character growth pays off.<br/>+ Decisions and behavior felt natural and earned this time around.<br/>+ The crime was well written and mysterious in how it related to Ian's past.<br/>- The ending was a bit of a let down. There wasn't much resolution on some big points and it feels like there's a bigger piece missing from this overall story.<br/><br/>I hope we get another book, but if not, I'm satisfied with having read the serious. I'd definitely recommend to historical mystery fans. 4/5 stars.",,,1,0
37770382,Fall From Grace: An Inspector McLevy Mystery 2,David Ashton,"Ashton, David",,"=""""","=""""",3,4.04,Two Roads,Kindle Edition,324,2016,2007,2023/11/04,2023/10/06,,,read,"This one was a mixed bag. The writing and McLevy were as good as usual, and we got to see a new side of McLevy we hadn't seen before. However, a lot of the storylines I quite frankly wasn't interested in. I didn't care about Jean's love story or Mulholland's. I get characters need to grow, and I do like some romance in the books I read, but these felt so unnecessarily forced and honestly annoying. Mulholland especially was a love sick puppy who just became a chore to read, especially considering his somewhat conflicting decisions considering his experience on the force. I get that was the point, but it wasn't believable to me. On the flip side, the main plot was interesting, and how it interwove with McLevy's past. The ending was a bit of a disappointment. While there was a major conclusion for McLevy himself, I felt let down with how laissez-faire the wrap up was considering McLevy's sense of justice. All that being said, I enjoyed it enough, but I didn't walk away loving it nearly as much as the first book. I will check out the next book, as this feels more like a hurdle than expectation going forward. If you like historical mysteries with interesting characters, and history, I'd recommend you give this a shot.<br/><br/>Quick hits:<br/>+ McLevy is still great.<br/>+ The main plot and McLevy's past were well explored and interwoven nicely.<br/>+ McLevy's character development continues to be good.<br/>- The side stories or characters roles in the story were overdone and unenjoyable. This is personal preference though.<br/>- The ending felt a little underwhelming and didn't pack much of a punch.<br/><br/>Enjoyable enough, 3/5 stars.<br/>",,,1,0
48718227,James Bond: Live and Let Die,Van Jensen,"Jensen, Van","Ian Fleming, Kewber Baal","=""""","=""""",3,3.74,Dynamite Entertainment,Kindle Edition,184,2019,2019,2023/10/28,2023/10/25,,,read,"This is a bit of an odd one. While overall it was fine, there were parts that were good, and there were also parts that felt really un-Bond and had some odd art. I've never read the full on novels but I've seen every Bond movie, and there was definitely scenes from other stories in this one (for example License to Kill). While these may have been nods, or scenes from the actual Live and Let Die, they were quite jarring and didn't feel like I was reading the original story. Bond isn't necessarily big on plot, but I did find the backstory and stories to be interesting and engaging. Keep in mind though, the main driving force was sort of a dud and goes nowhere in the end. The characters were mostly good, with a couple of underwhelming appearances later in the story. The art was solid throughout, but some of the facial expressions were beyond cringe-y. They felt so unnatural and forced they actually took you out of the story. Overall, this one didn't read as fast paced as I would've liked, and it was an okay experience. If you're a Bond fan, there are better comic versions out there (see Ellis), but if you've read them all and are looking for a distraction, you can check this one out.<br/><br/>Quick hits:<br/>+ Main Bond characters were solid.<br/>+ The story starts well, and has good momentum in the first half.<br/>+/- The pacing dies off in the second half.<br/>+/- Facial expressions can be laughable.<br/>+/- Main plot point is a dud.<br/>+/- Secondary characters really vary.<br/>- Tons of inner monologue and text.<br/><br/>So a mixed bag for me, 3/5.",,,1,0
90590091,The Art of Prophecy (War Arts #1),Wesley Chu,"Chu, Wesley",,"=""059323765X""","=""9780593237656""",0,4.12,Del Rey,Paperback,560,2023,2022,,2023/10/28,"to-read, tbr-fantasy","to-read (#641), tbr-fantasy (#121)",to-read,,,,0,0
144736989,"The Silverblood Promise (The Last Legacy, #1)",James   Logan,"Logan, James",,"=""1529432804""","=""9781529432800""",0,4.56,Jo Fletcher Books,Kindle Edition,544,2024,,,2023/11/04,"to-read, tbr-fantasy","to-read (#644), tbr-fantasy (#120)",to-read,,,,0,0
33369254,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change,Camille Fournier,"Fournier, Camille",,"=""1491973897""","=""9781491973899""",0,4.26,O'Reilly Media,Paperback,226,2017,2017,,2023/10/27,"monthly-tbr, currently-reading","monthly-tbr (#3), currently-reading (#2)",currently-reading,,,,1,0
198678954,Arthur,Giles Kristian,"Kristian, Giles",,"=""1473595258""","=""9781473595255""",0,0.0,Transworld Digital,Kindle Edition,0,2024,,,2023/10/28,"to-read, tbr-historical-fiction","to-read (#643), tbr-historical-fiction (#16)",to-read,,,,0,0
198277978,The Serpent Under (A Sherlock Holmes Adventure #6),Bonnie MacBird,"MacBird, Bonnie",,"=""0008380902""","=""9780008380908""",0,0.0,Collins Crime Club,Kindle Edition,0,2024,2024,,2023/10/28,"to-read, tbr-historical-mystery","to-read (#642), tbr-historical-mystery (#93)",to-read,,,,0,0
185289,"Dragon Prince (Dragon Prince, #1)",Melanie Rawn,"Rawn, Melanie",,"=""0756403014""","=""9780756403010""",0,3.95,DAW,Paperback,560,2005,1988,,2021/07/04,"to-read, tbr-fantasy","to-read (#201), tbr-fantasy (#119)",to-read,,,,0,0
51255293,"James Bond 007, Vol. 1",Greg Pak,"Pak, Greg","Marc Laming, Stephen Mooney","=""""","=""""",3,3.65,Dynamite Entertainment,Kindle Edition,177,2019,2019,2023/10/09,2023/10/09,,,read,,,,1,0
3758,"Casino Royale (James Bond, #1)",Ian Fleming,"Fleming, Ian",,"=""014200202X""","=""9780142002025""",0,3.74,Penguin,Mass Market Paperback,192,2002,1953,,2023/10/08,"to-read, tbr-classics","to-read (#640), tbr-classics (#28)",to-read,,,,0,0
92121,"Nine Princes in Amber (The Chronicles of Amber, #1)",Roger Zelazny,"Zelazny, Roger",,"=""0380014300""","=""9780380014309""",0,4.06,Avon,Mass Market Paperback,175,1986,1970,,2023/10/08,"to-read, tbr-classics","to-read (#639), tbr-classics (#27)",to-read,,,,0,0
171970,Alamut,Vladimir Bartol,"Bartol, Vladimir",Michael Biggins,"=""0972028730""","=""9780972028738""",0,4.31,Scala House Press,Hardcover,510,2005,1938,,2023/10/08,"to-read, tbr-historical-fiction","to-read (#638), tbr-historical-fiction (#15)",to-read,,,,0,0
8718660,Assassins of Alamut (Talon #1),James Boschert,"Boschert, James",,"=""1935585398""","=""9781935585398""",0,4.12,Fireship Press,Paperback,560,2010,2010,,2023/10/08,"to-read, to-be-sampled","to-read (#637), to-be-sampled (#62)",to-read,,,,0,0
540020,The Day of the Jackal,Frederick Forsyth,"Forsyth, Frederick",,"=""""","=""""",0,4.27,Bantam,Mass Market Paperback,358,1979,1971,,2023/10/08,"to-read, to-be-sampled","to-read (#636), to-be-sampled (#61)",to-read,,,,0,0
17608111,"The Crimson Campaign (Powder Mage, #2)",Brian  McClellan,"McClellan, Brian",,"=""0356502023""","=""9780356502021""",0,4.36,Orbit,Hardcover,596,2014,2014,,2023/10/07,currently-reading,currently-reading (#1),currently-reading,,,,1,0
36595781,Shadow of the Serpent: An Inspector McLevy Mystery 1,David Ashton,"Ashton, David",,"=""""","=""""",5,3.55,Two Roads,Kindle Edition,251,2016,2006,2023/10/03,2023/09/25,,,read,"This was an unexpectedly awesome book. I love historical mysteries, and I was certainly expecting to enjoy this, but it was much better than I anticipated. I'm unfamiliar with the BBC show, so I didn't know anything about the characters or world going in. But boy oh boy, does this feel like a well realized world. Leith feels like a living, breathing historical place. The characters were complex and well drawn, where you learn little bits and pieces of them but enough ambiguity exists to keep you interested long term. As for the plot, I really didn't enjoy it for a lot of it. Not because it was poorly written! But because it was playing with established history that clearly wasn't real, and apologies, but that stuff irks me. There was a nice twist however that was both unexpected and pleasing that I completely changed my tune by the end! If you like complex characters, good historical detail, with an interesting plot, I would highly recommend. Historical mystery fans in general should like this one. I look forward to continuing with the series.<br/><br/>Quick hits:<br/>+ Well drawn main characters.<br/>+ A well realized historically accurate world.<br/>+ Each of the side storylines and characters were interesting and had some depth.<br/>+ The book read quickly and never meandered.<br/>+/- The plot ended up being rather enjoyable, but if you're a stickler for historical accuracy, a lot of it will bother you. But I do think by the end you'll be happy.<br/><br/>5/5, onto the next!",,,1,0
66253334,The Thinking Machine (Library of Congress Crime Classics),Jacques Futrelle,"Futrelle, Jacques",Leslie S. Klinger,"=""172827608X""","=""9781728276083""",4,3.68,Poisoned Pen Press,Paperback,304,2023,1905,2023/10/04,2023/09/30,,,read,"Real talk, I'm addicted to these crime classics. I love short story mysteries, they're so digestible and just pure fun. This one certainly didn't miss. An American play on a Sherlock set of characters. While I didn't think they lived up to that duo (who could?), it was still a fun romp all around. The mysteries are varied and the side characters really flesh them out. If you're into short story mysteries or crime classics, I'd recommend!<br/><br/>Quick hits:<br/>+ Good main characters.<br/>+ The stories were varied and solid all around. Nothing was disappointing.<br/>+ The side characters were fleshed out and felt real.<br/>- There's a lot of the Thinking Machine just telling Hatch what to do. I would have preferred him being more involved.<br/><br/>Highly recommend for class crime fans and short story mystery lovers around! 4/5. Can't wait to pick up the next crime class from the Library of Congress.",,,1,0
7669,Timeline,Michael Crichton,"Crichton, Michael",,"=""0099244721""","=""9780099244721""",0,3.86,Arrow Books,Mass Market Paperback,489,2000,1999,,2023/10/02,"to-read, to-be-sampled","to-read (#635), to-be-sampled (#60)",to-read,,,,0,0
162898,A Connecticut Yankee in King Arthur's Court,Mark Twain,"Twain, Mark",,"=""""","=""""",0,3.77,Simon & Schuster,Paperback,480,2007,1889,,2023/10/02,"to-read, tbr-classics","to-read (#634), tbr-classics (#26)",to-read,,,,0,0
143166308,The Fireborne Blade,Charlotte Bond,"Bond, Charlotte",,"=""1250290325""","=""9781250290328""",0,4.83,Tordotcom,ebook,192,2024,2024,,2023/10/02,"to-read, to-be-sampled","to-read (#633), to-be-sampled (#59)",to-read,,,,0,0
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575079797""","=""9780575079793""",4,4.20,Gollancz,Paperback,515,2007,2006,2023/09/29,2021/08/15,,,read,"A solid start to a new fantasy series. Reading a book or series where you know so much about it, at least so many opinions, is tough. On the one hand you can recognize why its so beloved, but on the other there's these overly lofty expectations that are impossible to meet. So while there was I lot I really liked in this, there's a few things that brought my enjoyment down. That's not to say it wasn't good, it was. Well written, with well drawn characters, and an interesting world. But, in my opinion, it takes a while to get the world building really going, and some of the character storylines were just flat and uninteresting. But the heights this book hit are very high. The dialogue is great, and some of the characters are so well written (for example Byaz) that you truly don't know how they'll act in any situation. That keeps you intrigued in any situation they're involved in. I think if you go into this without spoilt expectations, and enjoy a good start to a fantasy, you'll really enjoy this. There's a lot to like here!<br/><br/>Quick hits:<br/>+ Great characters: Sand, Byaz, the Northmen, Logen to name a few.<br/>+ The world is interesting and by the end well developed. You'll have a better sense of the history and politics.<br/>+ Well written dialogue.<br/>+ The pacing is relatively quick, with only a few chapters lasting 20+ pages, so the story moves pretty fast.<br/>+/- The world building is good, but takes a while to get there. I felt like I didn't start to gain a better understanding from good exploration until the last third of the book.<br/>+/- The ending sort of felt flat to me. The big action scene was AWESOME. But, there wasn't really anything to made me clamor for book 2. That's fine, but usually you're left with some nugget to keep you intrigued. To be clear, not a bad ending, but didn't grab me totally as I would've liked.<br/>- Some of the character storylines were just so meh. None of the characters are bad at all, but I really just could not care about Jezal's storyline, nor Ardee's. The romance did nothing for me, and honestly felt forced and unnecessary. <br/><br/>Say one thing for Logen Ninefingers, say you should give this book a try. It's a good fantasy novel with well written characters and interesting world. While I suspect this series will get darker in the next two books, this one wasn't too grimdark. There's violence, but it's not overly done or gratuitous. Even if the characters are not nice people, they have some redeeming qualities that have you rooting for them. Give it a shot! 4/5 stars.<br/><br/>Also, give me the Northmen and Logen reunion damnit.",,,1,0
367335,City of Bones,Martha Wells,"Wells, Martha",,"=""0812567080""","=""9780812567083""",0,4.00,Tor Fantasy / Tom Doherty Associates,Mass Market Paperback,442,1996,1995,,2023/09/30,"to-read, to-be-sampled","to-read (#632), to-be-sampled (#58)",to-read,,,,0,0
65212070,Red Rabbit,Alex Grecian,"Grecian, Alex",,"=""1250874688""","=""9781250874689""",0,4.17,Tor Nightfire,Hardcover,455,2023,2023,,2023/09/30,"to-read, to-be-sampled","to-read (#631), to-be-sampled (#57)",to-read,,,,0,0
56269200,True Raiders: The Untold Story of the 1909 Expedition to Find the Legendary Ark of the Covenant,Brad Ricca,"Ricca, Brad",,"=""1250273609""","=""9781250273604""",0,3.24,St. Martin's Press,Hardcover,368,2021,2021,,2023/09/30,"to-read, to-be-sampled","to-read (#630), to-be-sampled (#56)",to-read,,,,0,0
3330978,"A Rare Interest in Corpses (Lizzie Martin, #1)",Ann Granger,"Granger, Ann",,"=""0755320441""","=""9780755320448""",0,3.74,,Mass Market Paperback,410,2006,2006,,2023/09/28,"to-read, to-be-sampled","to-read (#629), to-be-sampled (#55)",to-read,,,,0,0
39428382,Edinburgh Dusk (Ian Hamilton Mysteries #2),Carole Lawrence,"Lawrence, Carole",,"=""1503958906""","=""9781503958906""",4,4.29,Thomas & Mercer,Kindle Edition,398,2018,2018,2023/09/24,2023/09/05,,,read,"This one took me a bit to get through, but that's because I was on vacation in London (which was great)! Edinburgh Dusk was another good entry in this series. The mystery was interesting, and the killer interludes legitimately made my skin crawl at some points (as intended). I felt the side characters this time around were better, and made the plot more engaging. In the previous book it turned more into a thriller because it was less built as a mystery due to the story structure and limited characters. But with the introduction of Arthur Conan Doyle (I loved the Sherlock references) transformed this into much more of a mystery than thriller. That kept me invested in the plot and the characters. So why only 4 stars? I honestly think it's the storytelling format. Due to the killer interludes and the smaller set of characters, there isn't much mystery in who the killer could be, it's all delegation to side characters and little investigation. That makes the resolution just kind of happen with no fanfare because there's so much build up for you as the reader to think about the culprit. To me, this is less desirable than some fireworks as there's no big reveal or the dopamine from being right. But, it's still a good book, and I would recommend for historical fiction and mystery fans.<br/><br/>Quick hits:<br/>+ Main characters are good. The family drama again was a bit unbelievable and forced, but it was more subtle this time.<br/>+ The killer interludes were creepy.<br/>+ The plot was engaging.<br/>- The resolution just kind of happens in the last chapter.<br/>- The killer is relatively obvious.<br/><br/>Overall, I would recommend this for mystery and historical fans. The characters are good, and so are the plots, with engaging killer interludes to add some spice to a typical structure. 4/5 stars. I'll definitely read the (sadly) last book in the series.",,,1,0
153875,Queen Margot,Alexandre Dumas,"Dumas, Alexandre",,"=""0786880821""","=""9780786880829""",0,4.15,Miramax,Paperback,542,1994,1845,,2023/09/23,"to-read, tbr-historical-fiction","to-read (#628), tbr-historical-fiction (#14)",to-read,,,,0,0
35959672,"Daughters of the Winter Queen: Four Remarkable Sisters, the Crown of Bohemia, and the Enduring Legacy of Mary, Queen of Scots",Nancy  Goldstone,"Goldstone, Nancy",,"=""0316387916""","=""9780316387910""",0,4.07,"Little, Brown and Company",Hardcover,481,2018,2018,,2023/09/23,"to-read, tbr-history","to-read (#627), tbr-history (#80)",to-read,,,,0,0
53438195,The Witch's Heart,Genevieve Gornichec,"Gornichec, Genevieve",,"=""059309994X""","=""9780593099940""",0,4.06,Ace,Hardcover,359,2021,2021,,2023/09/23,"to-read, to-be-sampled","to-read (#626), to-be-sampled (#54)",to-read,,,,0,0
69709682,"The Lost War (Eidyn, #1)",Justin Lee Anderson,"Anderson, Justin Lee",,"=""0316454176""","=""9780316454179""",0,4.25,Orbit,Kindle Edition,529,2022,2019,,2023/09/22,"to-read, to-be-sampled","to-read (#625), to-be-sampled (#53)",to-read,,,,0,0
101145064,Murder by Degrees,Ritu Mukerji,"Mukerji, Ritu",,"=""1668015064""","=""9781668015063""",0,3.86,Simon & Schuster,Hardcover,304,2023,2023,,2023/09/22,to-read,to-read (#624),to-read,,,,0,0
378975,"Evil Under the Sun (Hercule Poirot, #24)",Agatha Christie,"Christie, Agatha",,"=""0007119267""","=""9780007119264""",5,3.98,HarperCollins,Paperback,320,2001,1941,2023/09/19,2023/09/12,,,read,"This is my 24th Agatha Christie review. I can't even believe I've read that many so far and that I'll be finishing the series next year! This one sort of surprised me in some ways. For example, I had a much bigger emotional connection this time around. No spoilers, but I just wanted to give Linda a hug and tell her everything would be okay. As always, Christie presents you with a facade at the beginning of the book. You believe you know the characters in the world and their feelings and motivations. But as you delve deeper, you discover the individuals are truly three dimensional. Is Arlena a bad wife? What is her husband really like? You'll discover that truth sometimes is a matter of perspective. Realizing at the end of the story you feel differently about many characters is a testament to Christie's writing skill and great character work. But it's not just the characters we're here for, it's the crime! And this one didn't disappoint. What starts as a seemingly personal and passionate murder starts to change over time. It expands and throws some interesting curves along the way to keep you guessing. Who is the killer? And did the killer's motivations actually match your thoughts? You'll have to read and find out ;)<br/><br/>Quick hits:<br/>+ Papa Poirot, plain and simple. A complex main character who is passionate about justice in his own way, but also a man who cares about others.<br/>+ Character work is top notch. My thoughts changed about the characters as the story progressed.<br/>+ An intriguing plot that expands and changes over the course of the book.<br/>+ A solid resolution, which always a great way to end a mystery.<br/><br/>24th book, and another 5 star. It's been a pleasure to find an author and character who resonate so well with me and my interests. I whole heartedly recommend Christie's work, Papa Poirot, and this book. Easy 5 stars.",,,1,0
34272614,"The Apples of Idunn (The Ragnarok Era, #1)",Matt Larkin,"Larkin, Matt",,"=""1946686042""","=""9781946686046""",0,4.00,Incandescent Phoenix Books,Kindle Edition,414,2017,2014,,2023/09/21,"to-read, to-be-sampled","to-read (#623), to-be-sampled (#51)",to-read,,,,0,0
18342363,The Promise,Ann Weisgarber,"Weisgarber, Ann",,"=""1629142360""","=""9781629142364""",0,3.97,Skyhorse,Hardcover,320,2014,2013,,2023/09/13,"to-read, to-be-sampled","to-read (#622), to-be-sampled (#50)",to-read,,,,0,0
27984704,The Reborn King (The Dragon's Blade #1),Michael R.  Miller,"Miller, Michael R.",,"=""1909122653""","=""9781909122659""",0,3.83,Acorn Independant Press,Paperback,407,2015,2015,,2023/09/12,"to-read, to-be-sampled","to-read (#621), to-be-sampled (#49)",to-read,,,,0,0
53300787,"A King's Bargain (Legend of Tal, #1)",J.D.L. Rosell,"Rosell, J.D.L.",,"=""1952868025""","=""9781952868023""",0,4.07,J.D.L. Rosell,Kindle Edition,352,2020,2020,,2023/09/12,"to-read, to-be-sampled","to-read (#620), to-be-sampled (#48)",to-read,,,,0,0
38136877,"An Easy Death (Gunnie Rose, #1)",Charlaine Harris,"Harris, Charlaine",,"=""""","=""""",0,3.85,Pocket Books,Paperback,336,2019,2018,,2023/09/04,"to-read, to-be-sampled","to-read (#619), to-be-sampled (#47)",to-read,,,,0,0
