Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
320730,The Assassination of Jesse James by the Coward Robert Ford,Ron Hansen,"Hansen, Ron",,"=""0060976993""","=""9780060976996""",0,3.90,Harper Perennial,Paperback,320,1997,1983,,2023/05/28,"to-read, tbr-classics","to-read (#585), tbr-classics (#19)",to-read,,,,0,0
256008,"Lonesome Dove (Lonesome Dove, #1)",Larry McMurtry,"McMurtry, Larry",,"=""067168390X""","=""9780671683900""",0,4.52,Pocket Books,Mass Market Paperback,960,1999,1985,,2023/05/28,"to-read, tbr-classics","to-read (#584), tbr-classics (#18)",to-read,,,,0,0
30206,"Loveless, Vol. 1: A Kin of Homecoming",Brian Azzarello,"Azzarello, Brian",Marcelo Frusín,"=""1401210619""","=""9781401210618""",0,3.30,Vertigo,Paperback,128,2006,2006,,2023/05/28,"to-read, tbr-comics","to-read (#583), tbr-comics (#1)",to-read,,,,0,0
394535,"Blood Meridian, or, the Evening Redness in the West",Cormac McCarthy,"McCarthy, Cormac",,"=""""","=""""",0,4.16,Vintage Books,Paperback,351,1992,1985,,2023/05/28,"to-read, to-be-sampled","to-read (#582), to-be-sampled (#26)",to-read,,,,0,0
43545,"The Once and Future King (The Once and Future King, #1-4)",T.H. White,"White, T.H.",,"=""0441627404""","=""9780441627400""",0,4.07,Ace,Mass Market Paperback,639,1987,1958,,2023/05/27,"to-read, to-be-sampled","to-read (#581), to-be-sampled (#25)",to-read,,,,0,0
28385685,"Free the Darkness (King's Dark Tidings, #1)",Kel Kade,"Kade, Kel",,"=""""","=""""",0,4.24,Kel Kade,Kindle Edition,483,2015,2015,,2021/09/26,"to-read, to-be-sampled","to-read (#220), to-be-sampled (#24)",to-read,,,,0,0
52061278,Crouchback (The Welsh Guard Mysteries #1),Sarah Woodbury,"Woodbury, Sarah",,"=""""","=""""",0,4.32,The Morgan-Stanwood Publishing Group,Kindle Edition,331,2019,,,2023/05/20,"to-read, to-be-sampled","to-read (#580), to-be-sampled (#23)",to-read,,,,0,0
499155,"Falconer's Crusade (William Falconer, #1)",Ian Morson,"Morson, Ian",,"=""0312956975""","=""9780312956974""",0,3.60,St Martins Pr,Paperback,216,1996,1994,,2023/05/18,"to-read, tbr-historical-mystery, to-be-sampled","to-read (#579), tbr-historical-mystery (#89), to-be-sampled (#22)",to-read,,,,0,0
61294068,Evans Above (Constable Evans Cozy Mysteries #1),Rhys Bowen,"Bowen, Rhys",,"=""1804053678""","=""9781804053676""",0,3.81,Joffe Books ,Kindle Edition,232,2022,1997,,2023/03/20,"to-read, tbr-historical-mystery","to-read (#567), tbr-historical-mystery (#88)",to-read,,,,0,0
62808198,"The Last Ranger (Ranger of the Titan Wilds, #1)",J.D.L. Rosell,"Rosell, J.D.L.",,"=""1952868181""","=""9781952868184""",0,4.32,Rune & Requiem Press,Kindle Edition,462,2022,,,2023/05/14,"to-read, to-be-sampled","to-read (#578), to-be-sampled (#21)",to-read,,,,0,0
57734944,The Seeker (Damian Seeker #1),S.G. MacLean,"MacLean, S.G.",,"=""1782061665""","=""""",4,4.11,Quercus,Kindle Edition,286,2015,2015,2023/05/08,2023/03/29,,,read,"Settling at a 4 star here. I enjoyed reading this, the historical details were incredibly thorough and as a nerd, I really appreciated the historical world building done by the author. The story was good as was the characters. But I felt the mystery part of the plot kind of just ends at one point in the book and there isn't much fare around it. All the related threads are resolved quickly and cleanly, which left me unsatisfied. The rest of the plot was good and I feel those threads were really the core of what the book is meant to be about, the crime just being the driver to start it all. And that's okay, this is what happens when your expectations don't end up aligning with the reality of the book!<br/><br/>Quick hits:<br/>+ Characters are really varied with interesting backstories. Seeker is obviously the major highlight but there's good nuanced dialogue here between characters with different political views that's done really provocatively.<br/>+ The story has multiple threads, most of which are good.<br/>+ The time period this is set in is really unique and the world building is top notch.<br/>- The mystery resolution is a bit underwhelming.<br/><br/>In the end, this was a really enjoyable read. I would certainly recommend this for historical fiction fans who wants good world building and cool characters. I would just caution this isn't a true mystery book. The crime is a part of the book but not everything. I'll definitely continue with the series.",,,1,0
57213407,"Dumb Witness (Hercule Poirot, #17)",Agatha Christie,"Christie, Agatha",,"=""0008129568""","=""9780008129569""",4,3.90,Harper,Paperback,336,2015,1937,2023/05/06,2023/05/01,,,read,"A fun and unique return to form, albeit much easier to guess this time around. <br/><br/>I'm not a big fan of short story Poirot. It doesn't have the same fleshed out characters and complex plot that is in the full length novels which I think is Christie's skillset. Unlike Sherlock, Poirot short stories just kind of happen and are very forgettable. While even 17 books in, I can still remember tons of moments from the novels, as they make a much more lasting impression. After Murder in the Mews, I was happy to return to form here and I wasn't disappointed. There's a unique take/twist on the typical mystery here which was a nice change of pace. The characters were interesting, and the plot was deeper than expected. Bob the dog has to be the highlight. Christie's writing for the inner workings of a dog brain was full of dry humor and was such a treat in the story. Unfortunately, guessing the culprit this time around was much simpler than her previous stories. Without about 70 pages left something happens that just puts the answer right in your face. It was fun to feel like I finally guessed one of her endings! But even with another slight twist at the end, it lacked the usual punch at the end that I'm used to. That's okay though because it was still fun and I was enjoy spending time with Poirot.<br/><br/>Quick hits:<br/>+ A different shade of Poirot in this one which had me invested in this different side of him.<br/>+ Side characters felt familiar but had their own twists to make them unique. Bob, Theresa, and Miss Peabody in particular.<br/>+ A different investigation setup than we're used to which was refreshing 17 books in.<br/>- The culprit was fairly obvious with the blatant dangling of the answer in the reader's face. This took away the punch much too early in the story.<br/><br/>Overall, another fun journey with Papa Poirot. While this didn't punch as hard, it was still enjoyable and I'm excited to read the next. Obviously if you've read the first 16 books, of course you're going to read this one. I would recommend some others if you're just looking to jump into Christie or Poirot however. <br/><br/>A couple of other notes: I really appreciated the little nods to previous investigations. It was a nice reward for reading the other stories. And if you've read my other reviews for Poirot, you might be surprised to see no complaints about Hastings! Well he actually wasn't annoying in this one and played much more of the Watson role and that was really great!",,,1,0
62976192,"Seeds of War (The Smokesmiths, #1)",João F. Silva,"Silva, João F.",,"=""""","=""9798829963835""",0,4.25,Independently Published,ebook,588,2023,,,2023/05/05,"to-read, to-be-sampled","to-read (#577), to-be-sampled (#20)",to-read,,,,0,0
16043804,"The Crown Tower (The Riyria Chronicles, #1)",Michael J. Sullivan,"Sullivan, Michael J.",,"=""031624371X""","=""9780316243711""",4,4.34,Orbit ,Paperback,384,2013,2013,2023/04/23,2022/08/14,,,read,"This one sat at more like a 3.5 for me. Not because it was bad (I loved Riyria Revelations and Sullivan's writing), this was just a lot more setup and not a lot happening. It took a while before Royce and Hadrian were really introduced to each other, and the side story of setting up Gwen also took a lot of time. I love all these characters, but I think I went into this expecting the similar fare that I'm used to, and we're not quite there yet (operative word being yet). But let me tell you, once things get going, Sullivan is still at his best writing both the characters and the action. You can't stop from continuing to read and just enjoying getting to experience the story. Regardless of this, I love Royce and Hadrian and I can't wait for the next books and their future adventures before we see them again in Revelations.<br/><br/>Quick hits:<br/>+ While of course Royce and Hadrian are not the same as they are in Revelations because it's 12 years younger, but they still feel so similar. If you haven't read them before, you're in for a treat.<br/>+ The story had a nice twist than what you read in the blurb which was cool.<br/>+ The side characters which are important to our main pair and the story feel familiar and I'm looking forward to their further development than what we've already seen.<br/>- There's a ton of setup, which if you've read Revelations, is a jarring change of pace. It feels like reading the first in an entire series instead of really book 7 in release order. If you're just starting here, I think it'll be totally normal for you, but as a long time reader I think you'll feel the same. Because of this there also feels like not much going on. The characters need to get together and the plot is just a way to get there. I think this will improve going forward as well because the adventures will matter.<br/>- The pacing is rather slow. It picks up in the last 50 pages or so, but before that it's a lot of switching perspectives with not much happening (or at least important things happening). I don't think this will be a problem going forward as the characters have kind of come together so to speak but it's present in this book.<br/><br/>Overall, this review sounds really mixed, and maybe it is. But, I love these characters, and this world. I'm really excited where we're going to get to, we just had to get by this initial setup. If you've never read any Sullivan book, you should fix that immediately. And as some others have said, this may be a better starting point for Riyria than Revelations. Either way, jump in, you're messing up!",,,1,0
326846,"The King's Gambit (SPQR, #1)",John Maddox Roberts,"Roberts, John Maddox",,"=""0312277059""","=""9780312277055""",0,3.79,Minotaur Books,Paperback,274,1990,1990,,2023/04/23,"to-read, tbr-historical-mystery","to-read (#576), tbr-historical-mystery (#86)",to-read,,,,0,0
10438458,"Murder in the Mews (Hercule Poirot, #16)",Agatha Christie,"Christie, Agatha",,"=""0062073990""","=""9780062073990""",4,3.78,William Morrow Paperbacks,Paperback,299,2011,1932,2023/04/22,2023/04/18,,,read,"While this was enjoyable (and of course well written), these are mostly forgettable stories (especially the last story). Most of my memories of these stories are actually David Suchet in the adaptations and not the stories themselves. Frankly, I don't think Poirot really shines in short stories like Sherlock does, and Christie's best talents don't reach their full potential either. You'll never walk away feeling cheated or that you didn't have a good time, but compared to the full length novels, you won't walk away feeling floored or that the book made an impression on you. But with a series this long, one can't expect every book to be on the top 10 list :)<br/><br/>Quick hits:<br/>+ Poirot as usual is great. Great to see Japp in one of the stories as well.<br/>+ Short and quick read, typical Christie fair (in a good way).<br/>+ The stories are varied in locale in characters.<br/>- Not enough time to really develop any character or story, making them mostly forgettable unless you've seen the adaptations.<br/>- The last story is essentially pointless. It's like 20 pages with no investigation or anything we're used to. It's just something that happens while Poirot was there and then it ends.<br/><br/>If you're reading Poirot (or have OCD like me), of course you're going to read this! But if you're looking to jump into Poirot and want to start with some short stories, I'd actually recommend skipping and going to a full length novel. They are far superior in my opinion and they're about the same length. On to the next!",,,1,0
126583247,"Salt in the Wound (Rainfallen, #1)",Benjamin Aeveryn,"Aeveryn, Benjamin",,"=""""","=""""",0,4.22,,Kindle Edition,355,2023,,,2023/04/21,"to-read, to-be-sampled","to-read (#575), to-be-sampled (#19)",to-read,,,,0,0
29999,The Maltese Falcon,Dashiell Hammett,"Hammett, Dashiell",,"=""""","=""""",3,3.88,Orion,Paperback,213,2005,1930,2023/04/15,2023/02/25,,,read,"This one was a bit of a mixed bag. There was parts of it that felt like an old Hollywood movie, but there was others that kind of felt all over the place for no reason. This was actually the first classic that I didn't totally vibe with or really felt outdated. I'm not talking the language, but the way the characters acted and what happened in the story. That's to be expected, but there was tons to disagree with here that overwhelmed the experience. Classics always have things you disagree with it, but it usually isn't so blatant to detract from the story. Here it was relatively constant and that took me out of it often.<br/><br/>Quick hits:<br/>+ This reads like a 1900s noir and is really moody like a early 20th century Hollywood movie.<br/>+ The world feels filled out with plenty of characters.<br/>+ The story is intriguing even if it ends up being really simple in the end.<br/>- A lot of sexism and what feels like chauvinism throughout the entire book. Spade treats all of the women in this pretty poorly, even if they aren't the best people.<br/>- The story ends up muddled throughout the second half. What starts as an intriguing setup and a lot of mystery really boils down to something quite simplistic and obvious. <br/><br/>This last bit is personal preference so I'm not docking the book for it, but throughout this Spade is pretty unlikeable. I think that's probably the point, and while there's depth to Spade (he's smarter than he looks), he was not a good guy throughout the whole book. I prefer my detectives to be somewhat redeemable, but again, personal preference.<br/><br/>Overall, there was stuff to like here, but also stuff not too. It wasn't much of a dud (still plenty readable), but didn't end up being 100% my cup of tea. But that's okay. On to the next! ",,,1,0
18635622,"A Knight of the Seven Kingdoms (The Tales of Dunk and Egg, #1-3)",George R.R. Martin,"Martin, George R.R.",Gary Gianni,"=""0345533488""","=""9780345533487""",0,4.23,Bantam Books,Hardcover,368,2015,2013,,2023/04/15,"to-read, to-be-sampled","to-read (#574), to-be-sampled (#18)",to-read,,,,0,0
546807,"Somewhere Within the Shadows (Blacksad, #1)",Juan Díaz Canales,"Canales, Juan Díaz",Juanjo Guarnido,"=""1596878177""","=""9781596878174""",0,4.22,UNKNO,Paperback,56,2004,2000,,2023/04/09,"to-read, to-be-sampled","to-read (#573), to-be-sampled (#17)",to-read,,,,0,0
58437920,Hannibal: Rome's Greatest Enemy,Philip Freeman,"Freeman, Philip",,"=""1643138715""","=""9781643138718""",4,4.17,Pegasus Books,Hardcover,240,2022,2022,2023/04/08,2022/12/31,,,read,"This was a quick run through Hannibal's history against the Romans and was quite enjoyable. It's hyper focused on Hannibal and really only glosses over the political climate in Carthage and the other Barca siblings who played a big role in Hannibal's success. I'm not a Roman history expert, but it was also refreshing to read a different point of view of the earlier years of the Roman empire and really how the war between Hannibal and the Romans shaped their future. I would recommend this for anyone looking to learn more about one of the greatest generals in history and the only man to ever give a huge fight to Rome.<br/><br/>Quick hits:<br/>+ Fast paced.<br/>+ Focuses on the most important details.<br/>+ Easily digestible regardless of your experience level.<br/>- Lacks depth in some places I think would've rounded out the entire book.<br/>- The epilogue felt wholly unnecessary. There's contradictions abound and the author starts making guesses about hundreds of years in the future beyond Rome and northern Africa. That felt just kind of way out there and not conducive to real discussion and theory.  <br/><br/>Overall, a fun non-fiction book. It does what it sets out to do relatively well. I would recommend this for anyone interested in micro-history, one of the great generals or Roman history.",,,1,0
10035454,"Cards on the Table (Hercule Poirot, #15)",Agatha Christie,"Christie, Agatha",,"=""0062073737""","=""9780062073730""",4,3.95,Harper,Paperback,249,2011,1936,2023/04/08,2023/04/02,,,read,"While still a very good Poirot and Christie book, I walked away with a bit of an underwhelming feeling in my stomach. A lot of people regard this book as their favorite in the series, and I can see why. It has a very intriguing setup that is a change of pace from most mysteries, and while at the start that feels really exciting, by the end it felt much more predictable. I enjoy the surprise and twist of the reveal because it can be so unexpected. Because of all the suspects being murderers, I expected one of them to be the culprit. And because that list was small, it was much easier to guess who the person was. Now, that's not to say this still isn't good, because it definitely is. The characters are done well and the writing is superb as usual. But, I think I have a preference for the typical Christie style and this one missed a little bit for me.<br/><br/>Quick hits:<br/>+ Poirot is still the best.<br/>+ Side characters are great.<br/>+ Intriguing mystery setup.<br/>- Underwhelming conclusion.<br/><br/>Overall, still a good book and still good Poirot. But I'll be glad to get back to the normal style of Poirot again. The adventure continues!",,,1,0
2247142,"The Talented Mr. Ripley (Ripley, #1)",Patricia Highsmith,"Highsmith, Patricia",,"=""0393332144""","=""9780393332148""",0,3.94,W. W. Norton  Company,Paperback,288,2008,1955,,2023/04/08,"to-read, tbr-classics","to-read (#572), tbr-classics (#17)",to-read,,,,0,0
2052,"The Big Sleep (Philip Marlowe, #1)",Raymond Chandler,"Chandler, Raymond",,"=""0394758285""","=""9780394758282""",0,3.96,Vintage Crime,Paperback,231,1988,1939,,2022/06/25,"to-read, tbr-classics","to-read (#421), tbr-classics (#16)",to-read,,,,0,0
46207682,"The Wolf of Oren-Yaro (Chronicles of the Bitch Queen, #1)",K.S. Villoso,"Villoso, K.S.",,"=""0316532665""","=""9780316532662""",0,3.66,Orbit,Paperback,496,2020,2018,,2023/04/07,"to-read, to-be-sampled","to-read (#571), to-be-sampled (#16)",to-read,,,,0,0
104307260,"The Scottish Ladies' Detective Agency (The Scottish Ladies' Detective Agency, #1)",Lydia Travers,"Travers, Lydia",,"=""1803148667""","=""""",0,3.97,Bookouture,Kindle Edition,340,2023,2023,,2023/04/06,"to-read, to-be-sampled","to-read (#570), to-be-sampled (#15)",to-read,,,,0,0
3265305,"Bruno, Chief of Police (Bruno, Chief of Police, #1)",Martin  Walker,"Walker, Martin",,"=""1847245072""","=""9781847245076""",0,3.88,Quercus,Hardcover,262,2008,2008,,2023/04/06,"to-read, to-be-sampled","to-read (#569), to-be-sampled (#14)",to-read,,,,0,0
56217221,"Jim Hanvey, Detective (Library of Congress Crime Classics)",Octavus Roy Cohen,"Cohen, Octavus Roy",Leslie S. Klinger,"=""1464215030""","=""9781464215032""",5,3.76,Poisoned Pen Press,Paperback,256,2021,1923,2023/04/01,2023/03/29,,,read,"What an absolute joy ride. I've found that I really love classic mysteries, especially short stories, and this was no different. Hanvey is such a fun and unique character that was incredibly refreshing. The stories were incredibly fun and there was some unique takes on the mysteries as well. Half the time as the reader you had no idea what Hanvey was up to but that made you more invested in the outcome. I've heard Cohen's other works aren't as good and have some blatant racism, but none of that appeared here. Definitely worth checking this out if you're a fan of the golden age of mysteries.<br/><br/>Quick hits:<br/>+ Hanvey is such a unique and interesting character. He's much different than most detectives.<br/>+ The mysteries are mostly unique and they're a bit different than the usual. I was invested in every one and I really was interested in where they were going to go.<br/>+ The characters were unique too. Like the classics the bad guys or thieves weren't necessarily bad. There was respect between Hanvey and the culprit which made for a unique dynamic.<br/><br/>This one was relatively short, with about 8 mysteries. But I thoroughly enjoyed every one. I'm looking forward to checking out more classics and checking out some of the Hanvey novels. I would highly recommend to mystery fans. This one had me laughing, invested in the stories and enjoying the characters.",,,1,0
17274667,"Metro 2033 (Metro, #1)",Dmitry Glukhovsky,"Glukhovsky, Dmitry",,"=""1481845705""","=""9781481845700""",0,4.02,Gollancz,Paperback,458,2013,2002,,2023/03/29,"to-read, to-be-sampled","to-read (#568), to-be-sampled (#12)",to-read,,,,0,0
51854625,The Devil and the Dark Water,Stuart Turton,"Turton, Stuart",,"=""1728206022""","=""9781728206028""",3,3.85,Sourcebooks Landmark,Hardcover,463,2020,2020,2023/03/28,2022/06/19,,,read,"Atmospheric, mysterious, with a twist on the classic. But with one of the most mind boggling endings I've read in a long time. This book builds tension and atmosphere really well, making you feel what it would have been like to be trapped on a cursed ship in the middle of the ocean. The story is really interesting, with multiple ongoing mysteries at a time. The characters breath life into the ship and really help shape the world of the novel. For most of this novel, it was sitting at about 4-5 stars and while the initial reveal didn't hit me in an awe defining way, there was a unseen twist that actually made it considerably good. However, within the last 15-20 pages, I felt the author threw all that away for no logical reason I can come up with. It felt contradictory to the characters and to the story, leaving me feeling incredibly unresolved and unsatisfied. Not every book needs to end the way you want it to, but, the ending should still make sense and satisfy the story. I didn't feel that happened here. It felt it threw away all the growth the characters had throughout the story. That hurts more considering how much I enjoyed the rest of the book. It seems this is similar to the author's other works which is unfortunate.<br/><br/>Quick hits:<br/>+ The main characters are really good. They have a mix of personalities, some mirroring each other with slight changes. They add a lot of depth which makes the ship feel really filled out. <br/>+ The story has many parts, and I was invested in where each storyline was going. Some of the reveals were okay, but they still enriched the story.<br/>+ The feeling of the story is done really well. You can feel the tension and the mystery. The melting pot of personalities adds to that.<br/>- The ending is so contradictory to me. It felt like it threw away all of the reveals and character growth that existed in the story. <br/><br/>So why did this end at 3 stars instead of 4 or 5? Well, had this been just a story or a piece of literary fiction, the ending might not have bothered me as much. But a mystery is all about the reveal and ending. You invest in the story to get the experience of that revelation. When the reveal and ending is not good, it feels like the investment isn't worth it. It feels like you wasted your time. And that hurts. But overall this was still written really well and I enjoyed most of it. If you can forgive an arguably bad ending, I would recommend this. There's a lot to like here. Maybe you will even like the ending! I'll still pick up the author's other popular work, but I think I'll go in with lowered expectations for the end.",,,1,0
86135136,The Ring that Caesar Wore (Leonidas the Gladiator Mysteries Book 3),Ashley Gardner,"Gardner, Ashley",Jennifer Ashley,"=""1958798274""","=""9781958798270""",5,4.45,JA / AG Publishing,Kindle Edition,266,2023,,2023/03/27,2023/03/12,,,read,"I really enjoyed this one. There were some nitpicky things, but overall it read really quickly and definitely felt like the best book in the series so far.<br/><br/>Quick hits:<br/>+ Leonidas and Cassia still continue to thrive, growing individually and together.<br/>+ The story was a little out there for sure, but I actually thought considering that it was handled really well and the resolution was pretty good.<br/>+ The side characters continue to play a large role in the story and it's an interesting dynamic for Leonidas to form relationships as he feels unworthy. I'm really looking forward to where his and Livius' relationship goes.<br/>+ Teases for future adventures that would be a nice change of pace.<br/>- There were a few editing issues littered throughout the book, and I was hoping for a little bit more development between Cassia and Leonidas. It feels like they're at the glass ceiling and the breakthrough moment isn't happening.<br/><br/>The series continues to improve with each installment and this one has certainly been the best. The characters and the world continue to deepen and expand, which is great for those of us reading every book. This can be read as a standalone but it of course works better as an installment. I would recommend the book and series to those who are fans of Ashley's other work or those who are fans of good historical cozy mysteries.",,,1,0
15790883,"Promise of Blood (Powder Mage, #1)",Brian  McClellan,"McClellan, Brian",,"=""0316219037""","=""9780316219037""",4,4.14,Orbit,Hardcover,545,2013,2013,2023/03/20,2020/11/28,,,read,"This was a banger. Similar to Kings of the Wyld, this felt like pure heavy metal fantasy. Tons of action, tons of intrigue, and really cool characters. I really took my time with this one, mainly due to being sick and also some personal stuff going on. Every page felt like something was happening in the plot or with the characters, and it hit me in all the right places.<br/><br/>Quick hits:<br/>+ The characters are interesting. Tamas is a man driven by revenge, but also by doing the right thing. And he struggles with that balance throughout the entire book.<br/>+ The action is top notch. It's described well and brings you to the edge of your seat.<br/>+ The world is similar but different. If you go in thinking about the French Revolution, you'll feel a lot of similarities but also a unique fantasy twist.<br/>+ Unexpected twists in the story.<br/>- I was really interested in Adamant's case (I love mysteries). But it just kind of felt rushed to the end with a lot of open questions. I wish that was handled a bit better.<br/>- Some things felt left open for no reason. They were minor things that kept actively getting pushed back from being resolved when it didn't need to be. Looking at you Vlora.<br/><br/>I loved this. It wasn't perfect but it hit me in the best places and really reinvigorated my fantasy love. I'll definitely continue with the series and of course more and more fantasy books. I would highly recommend this to fantasy fans of all kinds.",,,1,0
62671218,Murder at the Seven Dials (Bow Street Duchess Mystery #1),Cara Devlin,"Devlin, Cara",,"=""""","=""""",3,4.43,,Kindle Edition,317,2023,2023,2023/03/20,2023/03/20,,,read,"This was a fun little historical mystery that I had some issues with but overall was solid. I enjoyed the characters and while the resolution didn't blow my mind, it was still a good mystery.<br/><br/>Quick hits:<br/>+ Main characters are good, each with their own motives and reasonable actions. <br/>+ Hugh is a bit different of a main character and I appreciated his unique background which is somewhat mysterious.<br/>+ The mystery feels fast paced and the timeline of the Duke's sentencing adds pressure to the pot.<br/>+ Hugh and Audrey have great chemistry.<br/>- Once one of the character details is revealed, the mystery became quite obvious to me considering the other bits of the story.<br/>- Audrey falls into the trap of a lot of historical intrepid heroines in that she is supposed to be smart but yet is so impulsive that she puts herself into stupidly dangerous situations for no other reason than to prove a point, requiring the main partner to save them. It feels really contrived to me. I'm all about intelligent heroines, but it's increasingly frustrating when she makes decisions for no logical reason. <br/><br/>This was a fun experience. While I had issues which frustrated me, the characters, their chemistry and the mystery were good enough to give it a go. I would recommend this to anyone looking for a fun, cozy, historical mystery to read. I'll be picking up the next book in the series.",,,1,0
158446,Captain Blood,Rafael Sabatini,"Sabatini, Rafael",,"=""1406800163""","=""9781406800166""",0,4.18,Echo Library,Paperback,236,2006,1922,,2023/03/18,"to-read, tbr-classics","to-read (#566), tbr-classics (#15)",to-read,,,,0,0
133460,"The Phoenix Guards (Khaavren Romances, #1)",Steven Brust,"Brust, Steven",,"=""0812506898""","=""9780812506891""",0,4.08,Tor Books,Mass Market Paperback,491,1992,1991,,2023/03/18,"to-read, to-be-sampled","to-read (#565), to-be-sampled (#11)",to-read,,,,0,0
409547,The Chronicles Of Froissart,Jean Froissart,"Froissart, Jean",,"=""1419156721""","=""9781419156724""",0,3.97,Kessinger Publishing,Paperback,88,2004,1400,,2023/03/18,"to-read, tbr-history","to-read (#564), tbr-history (#78)",to-read,,,,0,0
8536070,The Rise and Fall of Ancient Egypt,Toby Wilkinson,"Wilkinson, Toby",,"=""0747599491""","=""9780747599494""",0,4.12,Bloomsbury Publishing PLC,Hardcover,646,2010,2010,,2023/03/18,"to-read, tbr-history","to-read (#563), tbr-history (#77)",to-read,,,,0,0
751881,The Ottoman Empire: The Classical Age 1300-1600,Halil İnalcık,"İnalcık, Halil",,"=""1842124420""","=""9781842124420""",0,4.20,Phoenix,Paperback,272,2001,1973,,2023/03/18,"to-read, tbr-history","to-read (#562), tbr-history (#76)",to-read,,,,0,0
22488006,"Plague Land (Somershill Manor Mystery, #1)",S.D. Sykes,"Sykes, S.D.",,"=""1605986739""","=""9781605986739""",0,3.64,Pegasus Crime,Hardcover,336,2015,2014,,2023/03/18,"to-read, tbr-historical-mystery","to-read (#561), tbr-historical-mystery (#85)",to-read,,,,0,0
27206615,"The Forgetting Moon (The Five Warrior Angels, #1)",Brian Lee Durfee,"Durfee, Brian Lee",,"=""1481465228""","=""9781481465229""",0,4.00,Gallery / Saga Press,Hardcover,800,2016,2016,,2021/12/06,"to-read, tbr-fantasy, to-be-sampled","to-read (#246), tbr-fantasy (#19), to-be-sampled (#9)",to-read,,,,0,0
2775096,It Walks by Night (Henri Bencolin #1),John Dickson Carr,"Carr, John Dickson",,"=""074518698X""","=""9780745186986""",0,3.50,Black Dagger Crime,Hardcover,253,1997,1930,,2023/03/18,"to-read, tbr-classics","to-read (#560), tbr-classics (#14)",to-read,,,,0,0
50489379,A World Beneath the Sands: The Golden Age of Egyptology,Toby Wilkinson,"Wilkinson, Toby",,"=""1324006897""","=""9781324006893""",0,3.95,W. W. Norton & Company,Hardcover,510,2020,2020,,2023/03/18,"to-read, to-be-sampled","to-read (#559), to-be-sampled (#8)",to-read,,,,0,0
2676596,Carthage: A History,Serge Lancel,"Lancel, Serge",,"=""1577181034""","=""9781577181033""",0,4.04,Wiley-Blackwell,Paperback,496,1997,1992,,2023/03/17,"to-read, tbr-history","to-read (#558), tbr-history (#75)",to-read,,,,0,0
17994,The Code Book: The Science of Secrecy from Ancient Egypt to Quantum Cryptography,Simon Singh,"Singh, Simon",,"=""0385495323""","=""9780385495325""",0,4.29,Anchor,Paperback,432,2000,1999,,2023/03/17,"to-read, tbr-history","to-read (#557), tbr-history (#74)",to-read,,,,0,0
19400,The Decline and Fall of the Roman Empire,Edward Gibbon,"Gibbon, Edward","Daniel J. Boorstin, Giovanni Battista Piranesi, Hans-Friedrich Mueller","=""""","=""""",0,4.02,Modern Library,Paperback,1312,2003,1776,,2023/03/17,"to-read, tbr-history","to-read (#556), tbr-history (#73)",to-read,,,,0,0
61129223,"A Prelude to Ashes (The Ashes of Avarin, #0.5)",Thiago Abdalla,"Abdalla, Thiago",,"=""195723704X""","=""9781957237046""",0,4.03,The Alterian Press,Paperback,144,2022,2022,,2023/03/15,"to-read, to-be-sampled","to-read (#555), to-be-sampled (#7)",to-read,,,,0,0
36225135,"City of Lies (Poison Wars, #1)",Sam Hawke,"Hawke, Sam",,"=""""","=""""",0,3.78,Tor Books,Kindle Edition,503,2018,2018,,2023/03/12,"to-read, to-be-sampled","to-read (#554), to-be-sampled (#6)",to-read,,,,0,0
32612833,"Kalanon's Rising (Agents of Kalanon, #1)",Darian Smith,"Smith, Darian",,"=""""","=""""",0,4.00,Wooden Tiger Press,Kindle Edition,424,2016,,,2023/03/12,"to-read, tbr-fantasy-indie","to-read (#553), tbr-fantasy-indie (#42)",to-read,,,,0,0
9755449,"Low Town (Low Town, #1)",Daniel Polansky,"Polansky, Daniel",,"=""0385534469""","=""9780385534468""",0,3.85,Doubleday,Hardcover,352,2011,2011,,2023/03/12,"to-read, to-be-sampled","to-read (#552), to-be-sampled (#5)",to-read,,,,0,0
23590634,"A Murder of Mages (The Maradaine Constabulary, #1)",Marshall Ryan Maresca,"Maresca, Marshall Ryan",,"=""0756410274""","=""9780756410278""",0,4.02,DAW,Mass Market Paperback,340,2015,2015,,2023/03/12,"to-read, to-be-sampled","to-read (#551), to-be-sampled (#4)",to-read,,,,0,0
55962500,"Legacy of the Brightwash (Tainted Dominion, #1)",Krystle Matar,"Matar, Krystle",,"=""1777479207""","=""9781777479206""",0,4.30,Imburleigh Book Company,Paperback,662,2021,2021,,2023/03/12,"to-read, tbr-fantasy-indie","to-read (#550), tbr-fantasy-indie (#40)",to-read,,,,0,0
